Japanese;English;French;German;
"どうも どうも
こんちわーっす

ボクは まあ 
名乗るほどの者じゃ
ないんだけど 
郵便配達を
ナリワイにしている
しがない男
人呼んで・・・
ポストマンさ！

あなたの お名前は・・・
はいはい
[Link]さんだね
[Link]さんへの
手紙も いつか届けることに
なると思うんだけど
その時は パチンコなんかで
撃ち落としたりしないでね

ハンコとかは
みとめ印で いいからね
よろしくね
ではでは・・・サラバ！";"Hey! Nice to meetcha!


And not like I don't want
to greetcha, but I'm here to
deliver your mail...
Not talk your ear off! Yep,
the Postman lives
for special dee-livery!
And your name is... Got it
right here... Er, isn't it
[Link]?
I'm sure I'll be carrying
special deliveries for ya
at some point!
So...I'd appreciate it if
you didn't, ya know, shoot
me with a slingshot.
Thanks for understanding!
I may also need ya to sign
for deliveries. Thanks!
On that note, see ya 'round
the sea, sir!";"Yo! Enchanté!


C'est pas que j't'aime pas,
mais j'ai du pain sur la
planche, enfin du courrier!
Pas le temps de tenir le
crachoir! Postier est mon
nom, le courrier ma raison!
Et ton blaze est...  Mmh...
Je l'ai là... Euh, c'est
[Link], c'est ça?
Dis... T'es pas du genre à
tirer au lance-pierre sur
tout ce qui vole, hein?
J'préfère demander, on sait
jamais! La prochaine fois,
il me faudra une signature.
Parce que j'aurai sûrement
une livraison spéciale pour
toi. Plutôt cool, non?
Sur ce, j'décolle!
A plus!";"Hey! Schön dich 
kennenzulernen!

Ich bin hier um deine Post 
zuzustellen...

Jawohl, der Postbote lebt 
für die Eilpost!

Und dein Name ist... Hab 
ihn doch hier... Öh, heißt 
du nicht [Link]?
Ich bin sicher, dass ich
bald schon eine Eilpost für 
dich habe!
Schieß mich dann aber 
nicht mit einer Schleuder 
ab, ja?
Man kann nicht vorsichtig 
genug sein! 

O.K., vergiss nicht, deine 
Empfangsbestätigung zu 
unterschreiben!
Danke!
Also dann, man sieht sich!";
"ちわーっす
郵便デース！";"Special dee-livery!
Watch out! Incoming!";"Liiiiivraison spéciale!
Postier volant identifié
en approche!";"Eilpooost!
Pass auf! Ich komme!";
"・・・だってさ


何となく ブッソウな
内容だったけど

これっていわゆる
決闘の申し込み？
そういうタグイのしろもの？
・・・うわぁ～
そういう手紙を運んだのって
ボク 初めてだよ
せっかくだから・・・サイン！
サインください！";"...And that's all it says.


Bit disturbing, wasn't it?!
Were you just challenged to
a duel?! Get that often?
Whoa! First threatening
letter I've seen!

OK, sign here, sir!
Hopefully she doesn't
defeatcha!";"... Et voilà!


Ouah, pas cool, hein?! On
vient de te défier en duel,
non? Ça t'arrive souvent?
Dis donc, c'est la première
lettre de menace que je
livre!
OK, signe là, gars!
Avec un peu de chance,
on se reverra!";"...und das ist alles!


Ein bisschen verstörend, 
oder?!? 

Bist du etwa gerade zu 
einem Duell herausgefordert
worden?!? 
Passiert dir das öfter?


Wow! Der erste Drohbrief, 
den ich zugestellt habe!

O.K., unterschreib hier!
Hoffentlich besiegt sie dich
nicht!";
"わぁい カンゲキだぁ～～～！


なんか天にも
のぼるキモチだぁ～～～！！";"Wooo! Thanks much!


You made my day, sir!
I'm walking on air!";"Yahoo! Merci beaucoup!


C'est trop cool!
Je suis aux anges!";"Hurra! Vielen Dank!


Was für ein Tag!
Ich schwebe wie auf 
Wolken!";
"・・・だってさ


なんか ちょっと
はずかしいけど

別に 自分で書いたとか
そういうオチはないからね

それじゃ ここに直筆の
サインをお願いします！";"...And that's it.


Wow, kinda embarrassing!
Not like I wrote it, but it
was odd to read out loud!
Anyway, sign here, will ya?";"... Et ceci conclut cela.


Euh, c'est gênant, là! Pas
que j'l'ai écrite, mais il
fallait que j'la lise!
Enfin, signe là, tu veux?";"...und das war's dann in 
etwa.

Wow, irgendwie peinlich! 


Nicht, dass ich es geschrie-
ben hätte, aber ich musste
es ja trotzdem vorlesen!
Na jedenfalls, unterschreibe
bitte hier!";
"・・・だってさ


なんか ちょっと
はずかしいけど

別に 自分で書いたとか
そういうオチはないからね

それじゃ 一応
サインの確認を お願いします！";"...And that's that.


Er, sorta embarrassing!
But I swear that I didn't
write it!
Sign for it, would ya?";"... Et c'est tout.


Err, j'en suis tout rouge!
Mais j'te jure que je ne
l'ai pas écrite!
Tu peux signer ici, s'te
plaît?";"...und das war's.


Öh, irgendwie peinlich!
Aber ich schwöre, ich 
hab's nicht geschrieben!
Unterschreibe es bitte, ja?
";
"はいはい お名前
確かにいただきました

それじゃ マタネ～～～！";"Good! That wraps it up!
See ya later!";"Super! Mission accomplie!


Allez, à plus!";"Gut! Das wäre auch 
erledigt! Man sieht sich!";
"・・・だってさ


確かに お手紙の内容
伝えたからね

それじゃ マタネ～～～！";"...And that's the end of it.


Got all that, sir? Then I'm
outta here!";"... Et c'est fini.


T'as tout pigé?
Alors j'décolle!";"...und so endet der Brief.


Hast du das alles 
verstanden?
Dann bin ich weg!";
"・・・だってさ


よくよく見たら
[Link]さん
宛てじゃなかったね エヘヘ
じゃ まちがって
読んじゃったのも
何かのエン
ボクの代わりに
その ジョアンって人に
届けといてくれるかナ？";"...So it says.


Er, seems like that wasn't
for you after all,
[Link]. Uh...
Well, chalk it up to fate!
Uh, do me a favor? Deliver
that to Joanne, would ya?";"... Voilà ce que ça dit.


Euh... On dirait que c'était
pas pour toi, finalement,
[Link]. Ouah!
Bah, c'est comme ça!
Dis, tu peux m'rendre
un service?
Tu fais suivre à Joanne,
d'ac'?";"...so steht das hier.


Öh, sieht so aus, als wäre 
dieser Brief gar nicht für 
dich, [Link]. 
Da hatte sicherlich das 
Schicksal seine Finger im 
Spiel!
Kannst du mir einen Gefal-
len tun? Bring den Brief zu
Joanne für mich, ja?";
"うんうん 出会いって
そういうとこから
始まるんだよね
そんじゃ マタネ～～～！";"Good way for people to
meet and greetcha! OK, I'm
off!";"C'est impec' pour faire
de nouvelles rencontres!
Bon allez, j'décolle!";"Ein guter Weg für Leute, 
sich kennenzulernen!
O.K., ich muss weg!";
"・・・・・・


こっ これだけ？


当選って書いてるわりには
何も同封されてないなんて
・・・ふっ ふしぎだなぁ～
まっ いいや
お手紙の内容は ちゃんと
伝えたもんね
それじゃ マタネ～～～！";"......

Hmm? That's it?
That's weird. It said you
won something, but there's
nothing inside!
Well, whaddya gonna do...
Did my deal, so I guess
I'll be on my way!";"......


Mmh? C'est tout?
C'est zarb.

Ça dit que tu as gagné
quelque chose, mais y'a
rien dedans!
Bah, qu'est-ce que tu
veux! Moi, j'ai fait mon
job, alors j'décolle!";"......

Hmm? Das ist alles?
Das ist seltsam. Hier
steht, dass du etwas 
gewonnen hast... 
...aber es ist nichts drin! 
Nun ja, da kann man nichts
machen... 
Ich hab meinen Teil erfüllt, 
also mach ich mich mal 
wieder auf den Weg!";
"・・・だってさ


手紙に何か
添付されてるけど・・・いる？
いるいらない";"...So it says.


Something's attached!
Want it?
YesNope";"... Voilà ce que ça dit.


Y'a un truc avec!
T'en veux?
OuiNon";"...das steht hier.


Da ist was angeheftet!
Willst du es haben?
JaNein";
"ハートの器みたいだよ


取り逃がすと ぶっちゃけ
もう 手に入らないよ
いるいらない";"Hey, it's a Heart Container!
You do want this, right?
YesNope";"Yo, un réceptacle de cœur!
Tu le veux, hein?
OuiNon";"Hey, es ist ein Herzcon-
tainer! 

Du willst ihn haben, oder?
JaNein";
"うんうん
誰からの お手紙かは
分からないけど
とりあえず よかったね


それじゃ マタネ～～～！";"Don't know who this letter's
from...but good for you!

OK, see ya 'round the
sea, sir!";"J'sais pas de qui c'est,
mais cool pour toi!

Allez, on se voit à ma
prochaine tournée!
Ciao!";"Weiß nicht, von wem dieser
Brief ist... aber gut für
dich!
O.K., man sieht sich!";
"ふうん・・・


そこまで言うなら
しょうがないか

それじゃ マタネ～～～！";"Hrumph! Well, if you
insist, sir!

OK, see ya 'round the
sea, sir!";"Arf! Si t'insistes, c'est pas
moi qui vais t'obliger!

Allez, à la revoyure!
Ciao ciao!";"Hmph! Nun, wenn du 
darauf bestehst!

O.K., man sieht sich!";
"[Link]さんに
ポストハウスの局長から
お手紙ですよー
そんじゃ 
読んであげますね！";"This is a letter from
the Postmaster to you,
[Link]!
Ahem! Here's what it
says...";"C'est une lettre de la
part du chef postal,
[Link]!
Ahem!
Voilà ce que ça dit...";"Da ist ein Brief vom 
Postmeister für dich,
[Link]!
Ähem!
Dann les ich mal...";
"[Link]さんに
テリーさんから
お手紙ですよー
そんじゃ 
読んであげますね！";"This is a letter from
Beedle!

Ahem! Here goes...";"Une lettre de Terry!


Ahem!
Je lis...";"Das ist ein Brief von
Terri!

Ähem!
Dann les ich mal...";
"[Link]さんに
フォーチュンさんから
お手紙ですよー
そんじゃ 
読んであげますね！";"This is a letter from Astrid!


Ahem! Oooh, I can't wait...";"Une bafouille d'Astrid!


Ahem!
Voyons, qu'est-ce que
ça dit...";"Das ist ein Brief von
Astrid!

Ähem!
Dann les ich mal...";
"はいはい 
ジョリーンさんからの
お手紙ですよー
そんじゃ 
読んであげますね！";"This is a letter from Jolene!


Ahem! Should be
a good one!";"C'est une lettre de Jolène!


Ahem!
Ça va être intéressant...";"Das ist ein Brief von
Jolene!

Ähem!
Dann les ich mal...";
"[Link]さんに
ロマンティックおやじさんから
お手紙ですよー
そんじゃ 
読んであげますね！";"This is a letter from the
Old Wayfarer!

Ahem! Here we go...";"Une missive du 
vieil aventurier!

Ahem!
C'est parti...";"Das ist ein Brief vom 
alten Romantiker!

Ähem!
Dann les ich mal...";
"[Link]さんに
サルバトーレさんから
お手紙ですよー
そんじゃ 
読んであげますね！";"This is a letter from
Salvatore!

Ahem! Here's what he
says...";"Ça vient de Salvatore!


Ahem!
Je lis, je lis...";"Das ist ein Brief von
Salvatore!

Ähem!
Dann les ich mal...";
"[Link]さんに
ユキワロシのアリオさんから
お手紙ですよー
そんじゃ 
読んであげますね！";"This is a letter from Aroo
of the Anouki!

Ahem! Here's the scoop...";"Une missive d'Aroo,
du peuple Skimo!

Ahem!
Voici le scoop...";"Das ist ein Brief von
Ario von den Anouki!

Ähem!
Dann les ich mal...";
"[Link]さんに
ゴロン族のマイゴロンさんから
お手紙ですよー
そんじゃ 
読んであげますね！";"Now this is a letter from
Gongoron of the Gorons!

Ahem! Listen up...";"C'est Ptigoron, de la tribu
des Gorons qui t'écrit!

Ahem!
Ouvre tes oreilles...";"Das ist ein Brief von
Maigoron, dem Goronen!

Ähem!
Dann les ich mal...";
"[Link]さんに
ムトーさんから
お手紙ですよー
そんじゃ 
読んであげますね！";"This is a letter from King
Mutoh!

Ahem! Brace yourself...";"Cette lettre est de la part
de Mutoh!

Ahem!
Tiens-toi bien...";"Das ist ein Brief von
König Mutoh!

Ähem!
Dann les ich mal...";
"人魚のジョアンさんから
お手紙ですよー

そんじゃ 
読んであげますね！";"This is a letter from Joanne
the Mermaid!

Ahem! Should be
interesting...";"Du courrier de 
Joanne la sirène!

Ahem!
Voyons ça...";"Das ist ein Brief von 
Joanne, der Meerjungfrau!

Ähem!
Dann les ich mal...";
"[Link]さんに
ラインバックさんから
お手紙ですよー
そんじゃ 
読んであげますね！";"This is a letter from...
Linebeck?!

Ahem! Here goes...";"C'est Linebeck qui t'écrit!


Ahem!
Voilà c'qu'il raconte...";"Das ist ein Brief von
Linebeck!

Ähem!
Dann les ich mal...";
"[Link]さんに
お手紙ですよー

なんか 懸賞が
当たったみたいですね
おめでとうございます！
そんじゃ 
読んであげますね";"This is a letter for you,
[Link]!

Looks like you've won a
prize! Good for you! Here's
what it says...";"Une lettre pour toi,
[Link]!

On dirait que t'as gagné
un prix! Bravo!
Je te lis tout ça...";"Das ist ein Brief für dich,
[Link]!

Sieht aus, als hättest du 
einen Preis gewonnen! 
Gratulation!
Ähem!
Dann les ich mal...";
"[Link]さんに
ジョリーンさんから
お手紙ですよー
そんじゃ 
読んであげますね！";"This is a letter from Jolene!


Ahem! Should be a good
one...";"Une lettre de Jolène!


Ahem!
Ça va te plaire...";"Das ist ein Brief von
Jolene!

Ähem!
Dann les ich mal...";
"[Link]さんに
大砲島のフジさんから
お手紙ですよー
そんじゃ 
読んであげますね！";"This is a letter from Fuzo
of Cannon Island!

Ahem! Here's what he
says...";"De la part de Fuzo,
de l'île Canon!

Ahem!
Et ça donne...";"Das ist ein Brief von
Fuzo von der Kanoneninsel!

Ähem!
Dann les ich mal...";
"[Link]さんに
モルデ島のロマーニさんから
お手紙ですよー
そんじゃ 
読んであげますね！";"This is a letter from
Romanos of Molida Island!

Ahem! Here's what he
says...";"Une bafouille de Moran,
de l'île Molida!

Ahem!
Je lis...";"Das ist ein Brief von
Romani von der Insel 
Molude!
Ähem!
Dann les ich mal...";
"[Link]さんに
大砲島のエドさんから
お手紙ですよー
そんじゃ 
読んであげますね！";"This is a letter from Eddo
of Cannon Island!

Ahem! Ready for this?";"Et là, c'est de la part
d'Eddo, de l'île Canon!

Ahem!
Et ça dit...";"Das ist ein Brief von
Ed von der Kanoneninsel!

Ähem!
Dann les ich mal...";
"[Link]さんに
差出人不明の
お手紙ですよー
そんじゃ 
読んであげますね！";"It's yours, [Link],
but there's no return
address. Who's it from?!
Guess we don't know. But,
ahem! Here's what it
says...";"C'est bien pour toi,
[Link], mais y'a
pas le nom de l'expéditeur.
Mystère, mystère!
Enfin, ahem!
Voilà ce que ça dit...";"Ein Brief für dich, 
[Link], aber ohne
Absender. 
Wer hat ihn dir wohl 
geschickt?!? Das wer-
den wir wohl nie erfahren.
Aber, ähem!
Dann les ich mal...";
"グッモ～～ニン


イラッシャイマセ～
オ届ケモノハ 何デスカ～？";"Gooood day to you!


What do you have for
delivery?";"Boooooonjour!


Vous avez quelque chose
à livrer?";"Guuuten Tag!


Was willst du einwerfen?";
"懸賞ハガキを出しますか？
はいいいえ";"Want to send a postcard?
YesNope";"Poster la carte de loterie?
OuiNon";"Willst du eine Postkarte an
die Lotterie schicken?
JaNein";
"確カニ オ預カリ
イタシマシタ～！

ゴ利用 
アリガトウ ゴザイマス";"Accepted. Thanks!


And thank you for
supporting your fine postal
system!";"Bien reçu.
Merci!

Nous vous remercions
de votre confiance!";"Angenommen.
Danke!

Danke, dass du dich für 
unser Postunternehmen 
entschieden hast!";
"マタノ ゴ利用
オ待チ シテオリマス";"We look forward to
serving you again!";"Nous espérons vous revoir
bientôt!";"Wir freuen uns auf deinen
nächsten Besuch!";
"ほしいものがあれば 
タッチしてくださいね！";"If there's something you 
want, tap it!";"Si tu veux un truc,
touche-le!";"Wenn du etwas haben 
willst, tippe es einfach an!";
"バクダン10コ ですね！
それは [Unknown_Tag]ルピーですわ";"So that's 10 bombs, yes?
That'll be [Unknown_Tag] Rupees!";"10 bombes, c'est ça?
Ça fera [Unknown_Tag] rubis!";"Also 10 Bomben, ja?
Das macht [Unknown_Tag] Rubine!";
"それは 矢筒で～す！
矢の持てる数がふえますわ
[Number]ルピーになります！";"That's the quiver! You'll be
able to carry more arrows.
That'll be [Number] Rupees!";"Le carquois! Il te permet de
transporter plus de flèches.
Ça fera [Number] rubis!";"Das ist der Köcher! Mit ihm
kannst du mehr Pfeile 
tragen! [Number] Rubine!";
"それは ハートの器で～す！
ライフが1個 ふえちゃいます！
[Number]ルピーになります！";"That's a Heart Container!
It will increase your life by
1! That'll be [Number] Rupees!";"Un réceptacle de cœur!
Ajoute un cœur à ta jauge
vitale! Ça fera [Number] rubis!";"Das ist der Herzcontainer!
Deine Energie steigt um 1.
Das macht [Number] Rubine!";
"ボムチュウ 10コですね
[Unknown_Tag]ルピーになります！";"So, 10 Bombchus for you?
That'll be [Unknown_Tag] Rupees!";"10 missiles teigneux?
Ça fera [Unknown_Tag] rubis!";"Also willst du 10 Krabbel-
minen? Das macht [Unknown_Tag] 
Rubine!";
"ふねのパーツ
[Unknown_Tag]ですね！
[Number]ルピーになります！";"So you're interested in the
[Unknown_Tag] ship part?
That'll be [Number] Rupees!";"Tu veux la pièce de bateau
[Unknown_Tag]?
Ça fera [Number] rubis!";"Du willst also das
[Unknown_Tag] Schiffteil?
Das macht [Number] Rubine!";
"矢10本ですね！
[Unknown_Tag]ルピーになります！
お値打ちですよ～！";"So that's 10 arrows?
It comes to [Unknown_Tag] Rupees!
What a deal!";"10 flèches, c'est ça?!
Ça fera [Unknown_Tag] rubis!
Bonne affaire, non?";"10 Pfeile, ja?
Das macht [Unknown_Tag] Rubine!
Was für ein Schnäppchen!";
"それはバクダン袋ですね！
バクダンの持てる数がふえますよ
[Number]ルピーになります！";"You want the bomb bag?
You'll be able to hold more
bombs! That's [Number] Rupees!";"Tu veux le sac de bombes?
Tu pourras en transporter
plus avec ça. [Number] rubis!";"Die Bombentasche? Mit ihr
kannst du mehr Bomben 
tragen! [Number] Rubine!";
"それはボムチュウ袋で～す！
ボムチュウの持てる数がふえます
[Number]ルピーになります！";"The Bombchu bag lets you
carry more Bombchus.
That'll be [Number] Rupees!";"Le sac de missiles teigneux!
Tu pourras en transporter
plus avec ça! [Number] rubis!";"Die Krabbelminentasche! 
Du kannst mehr Krabbelmi-
nen tragen! [Number] Rub.!";
"それは 世にもめずらしい お宝 
[Unknown_Tag]ですね～
[Number]ルピーでどうですか？";"This rare treasure is a
[Unknown_Tag]! Does [Number]
Rupees sound fair?";"Alors, tu veux le trésor
[Unknown_Tag]?
[Number] rubis, ça te va?";"[Unknown_Tag], ein 
seltener Schatz! Wie klingen
[Number] Rubine?";
"お客さん お目が高い・・何かは
よくわからないけど きれいな色
でしょ！ [Number]ルピーになります";"Nice choice... Not sure
what it is, but look at the
color! For you, [Number] Rupees!";"Tu as bon goût... J'ignore
ce que c'est, mais quelle
couleur! Allez, [Number] rubis!";"Du hast ein gutes Auge...
Sieh dir nur die Farbe an!
Das macht [Number] Rubine!";
"それは 盾 です～！ 持ってる
だけで 小さい魔物の攻撃が
防げちゃいます！ [Number]ルピーです！";"That's a wooden shield! It
protects you from light
attacks! Just [Number] Rupees!";"C'est un bouclier en bois!
Il te protège des attaques
mineures! [Number] rubis!";"Der Holzschild! Er schützt 
dich vor leichten 
Angriffen! [Number] Rubine!";
"赤い薬ですね～！ ピンチの時に
飲めばハート6個まで回復します！
[Number]ルピーになりま～す！";"Ahh, a red potion! Drink it
to restore six hearts. It's
yours for [Number] Rupees!";"La potion rouge! Bois-la
pour récupérer 6 cœurs!
[Number] rubis! C'est donné!";"Das rote Elixier! Trink es in
einer Notlage, um 6 Herzen
aufzufüllen! [Number] Rubine!";
"紫の薬ですね～！ 飲めばハート
8個！ しかも倒れた時は自動回復
しちゃいます [Number]ルピーで～す";"A purple potion fills eight
hearts automatically if you
fall. Just [Number] Rupees!";"La potion violette! Redonne
automatiquement 8 cœurs
si besoin est. [Number] rubis!";"Das lila Elixier! Trink es 
um 8 Herzen aufzufüllen! 
[Number] Rubine!";
"それは黄色い薬で～す！
飲めば たちまち全回復ですよ！
[Number]ルピーになりま～す！";"That's a yellow potion!
Drink it to instantly restore
all hearts! Just [Number] Rupees!";"La potion jaune! Bois-la et
récupère tous tes cœurs
perdus. [Number] rubis!";"Das gelbe Elixier! Trink es
und es füllt alle deine Her-
zen auf! [Number] Rubine!";
"ありがとうございま～す 
他にもなにか ございますか？";"Thank you very much!
Can I get you anything
else?";"Merci beaucoup!
Tu veux autre chose?";"Vielen Dank!
Darf es sonst noch etwas 
sein?";
"またのご来店 おまちしてま～す";"Thanks for stopping by!";"Reviens me voir!";"Danke für deinen Besuch.";
"あら～ ざんねん お金がたりない
ですね～ もっと お金をためて
から 来てくださいね！";"Errm... Sorry, you don't
have enough money. Come
by when you have enough.";"On dirait que ça ne va pas
être possible... Reviens me
voir avec plus de rubis!";"Oh nein, du hast nicht 
genug Geld! Komm wieder,
wenn du genügend hast!";
"あらら？ あなた 
弓 もってないですわ・・・
弓がない人には矢は売れませんの";"Wait, you don't have a
bow? I can't sell arrows
to people without bows!";"Oh oh! Tu n'as pas d'arc?
Je ne peux pas vendre de
flèches à des gens sans arc!";"Ohoh! Du hast keinen 
Bogen! Daher kann ich dir 
keine Pfeile verkaufen!";
"あらら あなた バクダン袋を
持ってないですね～ 袋がないと
バクダン売れないんですよぉ・・";"Oh! You don't have a bomb
bag? I can't sell bombs to
people without bags!";"Oh! Pas de sac de bombes?
Et tu veux les mettre où?
Reviens avec un sac...";"Oh, du hast keine Bomben-
tasche. Daher kann ich dir 
keine Bomben verkaufen.";
"あら～ ボムチュウは
ボムチュウ袋がないと
売れないんですよぉ";"I can't sell you Bombchus
if you don't have a
Bombchu bag. Sorry!";"Je ne peux pas t'en vendre
si tu n'as pas de sac dans
lequel les mettre. Désolée.";"Oh, ich kann dir keine 
Krabbelminen verkaufen, 
da du keine Tasche hast.";
"お客さん もうこれ以上
持てないですね・・・
なくなったら 買ってくださいね";"Oh dear, you can't hold
any more... Come back
when you've used them up!";"Oh! Tu ne peux pas en
prendre plus... Reviens si
tu en as vraiment besoin.";"Mehr kannst du nicht 
tragen. Komm wieder, wenn
du sie aufgebraucht hast.";
"申し訳ございません そこは今
品切れなんですの また いいもの
を仕入れておきますからね！";"Sorry, we're out of stock!
I'll display new items there
as they come in.";"Je suis désolée, mais je
n'en ai plus en stock.
Reviens plus tard!";"Tut mir leid, aber wir ha-
ben davon keine mehr. Wir 
bekommen bald neue Ware!";
"うぅ・・・
なんだか暑いわね・・・";"Ugh...so hot...";"Aaah...
Quelle chaleur...";"Ohh... ist das heiß...";
"わっ あちこち燃えてるわよ！
炎にふれたらタイヘンだわ・・・

[Link]！
ヤケドしないよう気をつけてね";"Oh, no! There are flames 
everywhere! You better not
touch them...
Don't go and burn yourself,
[Link]!";"Oh, non! Il y a des flammes
partout! Ne t'en approche
surtout pas...
Fais attention à ne pas te
brûler, [Link]!";"Oh, nein! Da sind überall
Flammen! Pass auf, dass du
sie nicht berührst...
Sei vorsichtig, oder du ver-
brennst dich, 
[Link]!";
"ふぅん・・・なにかしら？
よくわからないけど・・・

地図に描き込んでおいた方が
いいかも知れないわね";"Hmm... I wonder what that
means. But let's make note
of it...
Go ahead! Copy that path
by writing it on your map,
in case we need it later!";"Mmh... Je me demande ce
que cela signifie. Tu ferais
mieux de le noter...
Vas-y! Note ce trajet en
l'écrivant sur ta carte, on
en aura peut-être besoin!";"Hmm... Ich frage mich, was
das zu bedeuten hat. Lass 
uns das notieren...
Komm schon! Mal dir diesen
Pfad auf deine Karte...

...falls wir ihn später noch 
mal brauchen!";
"この階段の先に
邪悪な気配を感じるわ・・・

[Link]・・・
気をつけてね";"I can feel an evil presence 
lingering at the top of
these stairs...
Be careful!
OK, [Link]?";"Je sens une présence
maléfique planant au
sommet de cet escalier...
Sois prudent!
D'accord, [Link]?";"Ich spüre etwas Böses am 
Ende dieser Treppe...

Sei vorsichtig!
Ja, [Link]?";
"やったわ！ ブーメランよ！
使い方は わかる？

アイテムアイコンをタッチすると
ブーメランを装備できるの";"A boomerang! Know how to
throw it?

First, tap the Item icon to
equip the boomerang.";"Un boomerang! Tu sais
comment t'en servir?

D'abord, touche l'icône
d'objet pour t'en équiper.";"Ein Bumerang! Weißt du, 
wie man ihn benutzt?

Berühre zuerst das Item-
Symbol, um den Bumerang 
auszurüsten.";
"あとは 自由に線を描くと
そのとおりに飛んでいくわ！

たくさん投げてみて
体でおぼえるのよ！";"Then just draw a line and
it will follow that flight
path...straight or curvy!
Give it a try. Throw it
around this room to get the
hang of it.";"Puis, trace une ligne et le
boomerang en suivra le
trajet... courbe ou droit!
Essaie. Utilise cette pièce
pour t'entraîner et t'y
habituer.";"Dann zeichne einfach eine 
Linie und er folgt diesem 
Pfad... gerade oder kurvig!
Probier es aus. Wirf ihn in 
diesem Raum herum bis du 
weißt, wie es geht.";
"気になったら地図に描き込む
これ 冒険の鉄則よ！";"When you see something of
note, write it on your map.
That's a key survival skill!";"Si tu découvres quelque
chose d'intéressant, écris-le
sur ta carte! C'est vital!";"Wenn du etwas Interessan-
tes siehst, notiere es auf 
deiner Karte. 
Das ist der Schlüssel zum 
Überleben!";
"うわぁ なにかしらこれ
なんだか ちょっとブキミね・・・";"Whoa, what's this? It looks
so ominous...";"Ouah, qu'est-ce que c'est
que ça? J'en ai froid dans
le dos...";"Uwah, was ist das? Es ist
ganz schön unheimlich...";
"ここが じいちゃんの言ってた
火の島ね！ やっと着いたわ！";"This must be the Isle of
Ember that Grandpa was
talking about. We're here!";"Ce doit être l'île du Feu
dont parlait grand-papy.
Nous l'avons trouvée!";"Das muss die Insel des 
Feuers sein, von der Groß-
vater gesprochen hat. 
Wir sind da!";
"きっと ここが神殿よ
でも 入口がふさがれてるわ・・・";"That must be the temple.
But the entrance is
sealed...";"Ce doit être le temple.
Mais l'entrée est murée...";"Das muss der Tempel sein.
Aber der Eingang ist ver-
schlossen...";
"やったわ [Link]
これで神殿に入れるわよ！

さあ ヤミの力ってのを
こてんぱんにしちゃいましょ！";"Now we can enter the
temple! We did it,
[Link]!
Let's go face up to that
power of darkness!";"Nous pouvons entrer dans
le temple! Nous avons
réussi, [Link]!
Il est temps de faire face
à l'horrible pouvoir des
ténèbres!";"Jetzt können wir den Tempel
betreten! Wir haben's ge-
schafft, [Link]!
Lass uns diese Macht der 
Dunkelheit auseinanderneh-
men!";
"見て！ 山が噴火してるわ！
降ってくる岩に気をつけて";"Look! The volcano is
erupting! Watch out for
falling rocks!";"Regarde! Le volcan est en
éruption! Attention aux
bombes volcaniques!";"Schau!!! Der Vulkan bricht 
aus! Achte auf fallende 
Steine!";
"ようし ここから
山頂の炎の神殿に向かうわよ！

さあ [Link]！
タッチしてトビラを開いてみて";"OK! We can reach the
Temple of Fire at the
peak through here!
Come on! Tap the door to
open it, [Link]!";"Parfait! Nous pouvons
atteindre le temple du feu
par là!
Vas-y, [Link]!
Touche la porte pour
l'ouvrir!";"O.K.! Wir können den Tem-
pel des Feuers, am Gipfel, 
von hier aus erreichen!
Komm, [Link]!
Berühre die Tür um sie zu 
öffnen!";
"ほらっ！ 奥から
足音が聞こえたでしょ！";"Hey! I hear footsteps
behind there!";"Hé! J'ai entendu des bruits
de pas là-derrière!";"Hey! Hast du nicht auch 
Schritte von da drinnen
gehört?";
"でたらめにタッチしてもダメよ・・・
しょく台の位置をメモしてる？";"Don't tap just anywhere... 
Mark only the location of
the three torches.";"Ne touche pas n'importe
où... Tu devrais noter la
position des trois brasiers.";"Nicht einfach blind drauf 
losmalen...  

Hast du dir die Position 
der drei Fackeln nicht 
notiert?";
"でも トビラがしっかりと
閉まっちゃってるね・・・";"But this door looks pretty
locked to me...";"Mais cette porte n'a pas
l'air de vouloir se laisser
ouvrir...";"Aber diese Tür sieht ziem-
lich fest verschlossen aus...";
"このトビラ・・・
このままじゃ開かないみたいね";"This door... I don't think
we can open it quite yet.";"Cette porte... Je ne pense
pas que nous puissions
l'ouvrir pour l'instant.";"Diese Tür... Ich glaube 
nicht, dass wir sie schon 
öffnen können.";
"あれ？ラインバックがいないわ
これじゃ出航できないわね・・・

どこに行ったのかしら？
まったく人さわがせなヤツね！";"Hey, where's Linebeck?!
We can't leave without
him...
Where's he gone to? He's
not worth all this trouble!";"Hé, où est Linebeck?!
Nous ne pouvons pas partir
sans lui...
Où est-il passé? Mais il n'a
pas fini de nous causer des
ennuis?!";"Hey, wo ist Linebeck?!?
Wir können nicht ohne ihn
gehen...
Wo ist er hin? Eigentlich 
ist er dieses Aufheben gar 
nicht wert!";
"どうしよう・・・
声を出して呼んでみようか？

せーのっ";"What should we do... Hey,
let's call out!

Ready? OK, call out
something now! Loud and
clear!";"Qu'est-ce qu'on fait?
Hé, et si nous l'appelions?!

Prêt? Un, deux...";"Was sollen wir tun... Hey,
lass sie uns rufen!

Bereit? O.K., dann ruf
jetzt etwas! Laut und klar!";
"おーーーーーーい！";"HEY, BACK THERE!";"HEEEEEEEEEOOOOH!";"HEY, DA HINTEN!";
